sentence,pred_sentence,sentence_tok,pred_sentence_tok,sentence_deepcut,pred_sentence_deepcut
ฉันคิดไว้แล้วแหละว่าฉันรู้ว่าฉันทำมันไปทำไม,ฉันคิดไว้แล้วแหละว่าฉันรู้ว่าฉันทำมันไปทำไม,ฉัน คิด ไว้ แล้ว แหละ ว่า ฉัน รู้ ว่า ฉัน ทำ มัน ไป ทำไม,ฉัน คิด ไว้ แล้ว แหละ ว่า ฉัน รู้ ว่า ฉัน ทำ มัน ไป ทำไม,ฉัน คิด ไว้ แล้ว แหละ ว่า ฉัน รู้ ว่า ฉัน ทำ มัน ไป ทำไม,ฉัน คิด ไว้ แล้ว แหละ ว่า ฉัน รู้ ว่า ฉัน ทำ มัน ไป ทำไม
ไม่เคยเจออะไรที่เหมือนกันขนาดนี้มาก่อนในชีวิต,ไม่เคยเจออะไรที่เหมือนกันขนาดนี้มาก่อนในชีวิต,ไม่ เคย เจอ อะไร ที่ เหมือนกัน ขนาด นี้ มา ก่อน ใน ชีวิต,ไม่ เคย เจอ อะไร ที่ เหมือนกัน ขนาด นี้ มา ก่อน ใน ชีวิต,ไม่ เคย เจอ อะไร ที่ เหมือน กัน ขนาด นี้ มา ก่อน ใน ชีวิต,ไม่ เคย เจอ อะไร ที่ เหมือน กัน ขนาด นี้ มา ก่อน ใน ชีวิต
ฉันมองกระจก,ฉันมองกระจก,ฉัน มอง กระจก,ฉัน มอง กระจก,ฉัน มอง กระจก,ฉัน มอง กระจก
พวกเขาเป็นฝาแฝดหรือแค่พี่น้องปกติ,ภูเขาเป็นฝาแฝดหรือแค่พี่น้องปกติ,พวกเขา เป็น ฝาแฝด หรือ แค่ พี่น้อง ปกติ,ภูเขา เป็น ฝาแฝด หรือ แค่ พี่น้อง ปกติ,พวก เขา เป็น ฝาแฝด หรือ แค่ พี่น้อง ปกติ,ภูเขา เป็น ฝาแฝด หรือ แค่ พี่น้อง ปกติ
ฉันสงสารเธอมาก,ฉันสงสารเธอมาก,ฉัน สงสาร เธอ มาก,ฉัน สงสาร เธอ มาก,ฉัน สงสาร เธอ มาก,ฉัน สงสาร เธอ มาก
ร้านหัวมุมถูกปล้นเมื่อคืน,ร้านหัวมุมถูกปล้นเมื่อคืน,ร้าน หัวมุม ถูก ปล้น เมื่อคืน,ร้าน หัวมุม ถูก ปล้น เมื่อคืน,ร้าน หัว มุม ถูก ปล้น เมื่อ คืน,ร้าน หัว มุม ถูก ปล้น เมื่อ คืน
พายุร้ายทำลายยุ้งฉางลง,พายุร้ายทำลายยุ้งฉางลง,พายุ ร้าย ทำลาย ยุ้งฉาง ลง,พายุ ร้าย ทำลาย ยุ้งฉาง ลง,พายุ ร้าย ทำลาย ยุ้งฉาง ลง,พายุ ร้าย ทำลาย ยุ้งฉาง ลง
เหรียญโบราณทั้งเก่าทั้งบุบสลาย,เหรียญโบราณทั้งเก่าทั้งบุกสลาย,เหรียญ โบราณ ทั้ง เก่า ทั้ง บุบสลาย,เหรียญ โบราณ ทั้ง เก่า ทั้ง บุก สลาย,เหรียญ โบราณ ทั้ง เก่า ทั้ง บุบสลาย,เหรียญ โบราณ ทั้ง เก่า ทั้ง บุก สลาย
บริษัทที่สนใจเรื่องระบบอัตโนมัติต้องมีการอบรมพนักงานด้วย,บริษัทที่สนใจเรื่องระบบอัตโนมัติต้องมีการอบรมพนักงานด้วย,บริษัท ที่ สนใจ เรื่อง ระบบ อัตโนมัติ ต้อง มี การอบรม พนักงาน ด้วย,บริษัท ที่ สนใจ เรื่อง ระบบ อัตโนมัติ ต้อง มี การอบรม พนักงาน ด้วย,บริษัท ที่ สนใจ เรื่อง ระบบ อัตโนมัติ ต้อง มี การ อบรม พนักงาน ด้วย,บริษัท ที่ สนใจ เรื่อง ระบบ อัตโนมัติ ต้อง มี การ อบรม พนักงาน ด้วย
คุณจะไปรับเธอที่ไหน,คุณจะไปรับเธอที่ไหน,คุณ จะ ไป รับ เธอ ที่ไหน,คุณ จะ ไป รับ เธอ ที่ไหน,คุณ จะ ไป รับ เธอ ที่ ไหน,คุณ จะ ไป รับ เธอ ที่ ไหน
