sentence,pred_sentence,sentence_tok,pred_sentence_tok,sentence_deepcut,pred_sentence_deepcut
ฉันไม่ได้รู้สึกผ่อนคลายอย่างสงบ,ฉันไม่ได้รู้สึกผ่อนคลายอย่างสงบ,ฉัน ไม่ ได้ รู้สึก ผ่อนคลาย อย่าง สงบ,ฉัน ไม่ ได้ รู้สึก ผ่อนคลาย อย่าง สงบ,ฉัน ไม่ ได้ รู้สึก ผ่อนคลาย อย่าง สงบ,ฉัน ไม่ ได้ รู้สึก ผ่อนคลาย อย่าง สงบ
เอาล่ะฉันต้องมีเงินฉันต้องหาให้ได้,เอาล่ะฉันต้องมีเงินฉันต้องหาให้ได้,เอาล่ะ ฉัน ต้อง มีเงิน ฉัน ต้องหา ให้ได้,เอาล่ะ ฉัน ต้อง มีเงิน ฉัน ต้องหา ให้ได้,เอา ล่ะ ฉัน ต้อง มี เงิน ฉัน ต้อง หา ให้ ได้,เอา ล่ะ ฉัน ต้อง มี เงิน ฉัน ต้อง หา ให้ ได้
ของโปรดทั้งนั้นเลย,ของโปรดทั้งนั้นเลย,ของโปรด ทั้งนั้น เลย,ของโปรด ทั้งนั้น เลย,ของ โปรด ทั้งนั้น เลย,ของ โปรด ทั้งนั้น เลย
เธอรู้ว่านั่นคือความหิวเธอเกือบจะเป็นลมแล้ว,เธอรู้ว่านั่นคือความหิว,เธอ รู้ ว่า นั่น คือ ความหิว เธอ เกือบจะ เป็นลม แล้ว,เธอ รู้ ว่า นั่น คือ ความหิว,เธอ รู้ ว่า นั่น คือ ความ หิว เธอ เกือบ จะ เป็น ลม แล้ว,เธอ รู้ ว่า นั่น คือ ความ หิว
ให้ข้าวหลามเป็นที่รู้จักในวงกว้างมากขึ้น,ให้เขาลามเป็นที่รู้จักในวงกว้างมากขึ้น,ให้ ข้าวหลาม เป็นที่รู้จัก ใน วงกว้าง มากขึ้น,ให้ เขา ลาม เป็นที่รู้จัก ใน วงกว้าง มากขึ้น,ให้ ข้าวหลาม เป็น ที่ รู้จัก ใน วง กว้าง มาก ขึ้น,ให้ เขา ลาม เป็น ที่ รู้จัก ใน วง กว้าง มาก ขึ้น
อาลันชอถามว่าเขาเป็นผู้ชายยังไง,อลันชถามว่าเขาเป็นผู้ชายยังไง,อา ลัน ชอ ถาม ว่า เขา เป็น ผู้ชาย ยังไง,อ ลัน ช ถาม ว่า เขา เป็น ผู้ชาย ยังไง,อาลันชอ ถาม ว่า เขา เป็น ผู้ ชาย ยัง ไง,อลันชถาม ว่า เขา เป็น ผู้ ชาย ยัง ไง
ไม่ต้องสงสัยเลยว่าทำไมใส่หน้ากาก,ไม่ต้องสงสัยเลยว่าทำไมใส่หน้ากาก,ไม่ต้องสงสัย เลย ว่า ทำไม ใส่หน้ากาก,ไม่ต้องสงสัย เลย ว่า ทำไม ใส่หน้ากาก,ไม่ ต้อง สงสัย เลย ว่า ทำไม ใส่ หน้า กาก,ไม่ ต้อง สงสัย เลย ว่า ทำไม ใส่ หน้า กาก
วิคกี้เป็นคริสตชน,วิกกี้เป็นคริสต์แต่ชน,วิ ค กี้ เป็น ค ริ สต ชน,วิก กี้ เป็น คริสต์ แต่ ชน,วิคกี้ เป็น คริสตชน,วิกกี้ เป็น คริสต์แต่ ชน
เราจำเป็นต้องตรวจเช็คคลังสินค้าและต้องให้แน่ใจว่าเรามีสินค้าเพียงพอ,เราจำเป็นต้องตรวจเช็คคลังสินค้าและต้องให้แน่ใจว่าเรามีสินค้าเพียงพอ,เรา จำเป็นต้อง ตรวจ เช็ค คลังสินค้า และ ต้อง ให้ แน่ใจ ว่า เรา มี สินค้า เพียงพอ,เรา จำเป็นต้อง ตรวจ เช็ค คลังสินค้า และ ต้อง ให้ แน่ใจ ว่า เรา มี สินค้า เพียงพอ,เรา จำเป็น ต้อง ตรวจเช็ค คลัง สินค้า และ ต้อง ให้ แน่ใจ ว่า เรา มี สินค้า เพียงพอ,เรา จำเป็น ต้อง ตรวจเช็ค คลัง สินค้า และ ต้อง ให้ แน่ใจ ว่า เรา มี สินค้า เพียงพอ
คนอเมริกันชอบทำบาร์บีคิว,คนอเมริกันชอบทำบาบีคิว,คน อเมริกัน ชอบ ทำ บาร์บีคิว,คน อเมริกัน ชอบ ทำ บาบี คิว,คน อเมริกัน ชอบ ทำ บาร์บีคิว,คน อเมริกัน ชอบ ทำ บาบีคิว
